datetime,pulse,category,ts_number
2021-02-23,80.0,non_athlete,2_1
2021-02-24,80.0,non_athlete,2_1
2021-02-25,80.0,non_athlete,2_1
2021-02-26,80.0,non_athlete,2_1
2021-02-27,80.0,non_athlete,2_1
2021-02-28,80.0,non_athlete,2_1
2021-03-01,80.0,non_athlete,2_1
2021-03-02,80.0,non_athlete,2_1
2021-03-03,80.0,non_athlete,2_1
2021-03-04,80.0,non_athlete,2_1
2021-03-05,80.0,non_athlete,2_1
2021-03-06,80.0,non_athlete,2_1
2021-03-07,80.0,non_athlete,2_1
2021-03-08,80.0,non_athlete,2_1
2021-03-09,80.0,non_athlete,2_1
2021-03-10,80.0,non_athlete,2_1
2021-03-11,80.0,non_athlete,2_1
2021-03-12,80.0,non_athlete,2_1
2021-03-13,80.0,non_athlete,2_1
2021-03-14,80.0,non_athlete,2_1
2021-03-15,80.0,non_athlete,2_1
2021-03-16,80.0,non_athlete,2_1
2021-03-17,80.0,non_athlete,2_1
2021-03-18,80.0,non_athlete,2_1
2021-03-19,80.0,non_athlete,2_1
2021-03-20,80.0,non_athlete,2_1
2021-03-21,80.0,non_athlete,2_1
2021-03-22,80.0,non_athlete,2_1
2021-03-23,80.0,non_athlete,2_1
2021-03-24,80.0,non_athlete,2_1
2021-03-25,80.0,non_athlete,2_1
2021-03-26,80.0,non_athlete,2_1
2021-03-27,80.0,non_athlete,2_1
2021-03-28,80.0,non_athlete,2_1
2021-03-29,80.0,non_athlete,2_1
2021-03-30,80.0,non_athlete,2_1
2021-03-31,80.0,non_athlete,2_1
2021-01-01,46.0,pro_athlete,2_2
2021-01-02,47.0,pro_athlete,2_2
2021-01-03,48.0,pro_athlete,2_2
2021-01-04,51.0,pro_athlete,2_2
2021-01-05,48.0,pro_athlete,2_2
2021-01-06,49.0,pro_athlete,2_2
2021-01-07,48.0,pro_athlete,2_2
2021-01-08,51.0,pro_athlete,2_2
2021-01-09,48.0,pro_athlete,2_2
2021-01-10,49.0,pro_athlete,2_2
2021-01-11,50.0,pro_athlete,2_2
2021-01-12,49.0,pro_athlete,2_2
2021-01-13,51.0,pro_athlete,2_2
2021-01-14,50.0,pro_athlete,2_2
2021-01-15,50.0,pro_athlete,2_2
2021-01-16,50.0,pro_athlete,2_2
2021-01-17,48.0,pro_athlete,2_2
2021-01-18,48.0,pro_athlete,2_2
2021-01-19,46.0,pro_athlete,2_2
2021-01-20,49.0,pro_athlete,2_2
2021-01-21,49.0,pro_athlete,2_2
2021-01-22,47.0,pro_athlete,2_2
2021-01-23,47.0,pro_athlete,2_2
2021-01-24,51.0,pro_athlete,2_2
2021-01-25,49.0,pro_athlete,2_2
2021-01-26,48.0,pro_athlete,2_2
2021-01-27,50.0,pro_athlete,2_2
2021-01-28,51.0,pro_athlete,2_2
2021-01-29,49.0,pro_athlete,2_2
2021-01-30,47.0,pro_athlete,2_2
2021-01-31,50.0,pro_athlete,2_2
2021-02-01,48.0,pro_athlete,2_2
2021-02-02,47.0,pro_athlete,2_2
2021-02-03,50.0,pro_athlete,2_2
2021-02-04,49.0,pro_athlete,2_2
2021-02-05,48.0,pro_athlete,2_2
2021-02-06,49.0,pro_athlete,2_2
2021-02-07,51.0,pro_athlete,2_2
2021-02-08,47.0,pro_athlete,2_2
2021-02-09,49.0,pro_athlete,2_2
2021-02-10,46.0,pro_athlete,2_2
2021-02-11,47.0,pro_athlete,2_2
2021-02-12,48.0,pro_athlete,2_2
2021-02-13,51.0,pro_athlete,2_2
2021-02-14,49.0,pro_athlete,2_2
2021-02-15,47.0,pro_athlete,2_2
2021-02-16,50.0,pro_athlete,2_2
2021-02-17,47.0,pro_athlete,2_2
2021-02-18,47.0,pro_athlete,2_2
2021-02-19,47.0,pro_athlete,2_2
2021-02-20,49.0,pro_athlete,2_2
2021-02-21,47.0,pro_athlete,2_2
2021-02-22,47.0,pro_athlete,2_2
2021-02-23,51.0,pro_athlete,2_2
2021-02-24,50.0,pro_athlete,2_2
2021-02-25,49.0,pro_athlete,2_2
2021-02-26,52.0,pro_athlete,2_2
2021-02-27,48.0,pro_athlete,2_2
2021-02-28,48.0,pro_athlete,2_2
2021-03-01,50.0,pro_athlete,2_2
2021-03-02,46.0,pro_athlete,2_2
2021-03-03,49.0,pro_athlete,2_2
2021-03-04,49.0,pro_athlete,2_2
2021-03-05,49.0,pro_athlete,2_2
2021-03-06,50.0,pro_athlete,2_2
2021-03-07,49.0,pro_athlete,2_2
2021-03-08,48.0,pro_athlete,2_2
2021-03-09,51.0,pro_athlete,2_2
2021-03-10,45.0,pro_athlete,2_2
2021-03-11,46.0,pro_athlete,2_2
2021-03-12,48.0,pro_athlete,2_2
2021-03-13,47.0,pro_athlete,2_2
2021-03-14,49.0,pro_athlete,2_2
2021-03-15,48.0,pro_athlete,2_2
2021-03-16,49.0,pro_athlete,2_2
2021-03-17,46.0,pro_athlete,2_2
2021-03-18,50.0,pro_athlete,2_2
2021-03-19,51.0,pro_athlete,2_2
2021-03-20,49.0,pro_athlete,2_2
2021-03-21,50.0,pro_athlete,2_2
2021-03-22,48.0,pro_athlete,2_2
2021-03-23,48.0,pro_athlete,2_2
2021-03-24,49.0,pro_athlete,2_2
2021-03-25,50.0,pro_athlete,2_2
2021-03-26,50.0,pro_athlete,2_2
2021-03-27,47.0,pro_athlete,2_2
2021-03-28,46.0,pro_athlete,2_2
2021-03-29,49.0,pro_athlete,2_2
2021-03-30,49.0,pro_athlete,2_2
2021-03-31,50.0,pro_athlete,2_2
2021-01-01,49.0,pro_athlete,2_3
2021-01-02,48.0,pro_athlete,2_3
2021-01-03,49.0,pro_athlete,2_3
2021-01-04,50.0,pro_athlete,2_3
2021-01-05,49.0,pro_athlete,2_3
2021-01-06,49.0,pro_athlete,2_3
2021-01-07,49.0,pro_athlete,2_3
2021-01-08,49.0,pro_athlete,2_3
2021-01-09,48.0,pro_athlete,2_3
2021-01-10,48.0,pro_athlete,2_3
2021-01-11,50.0,pro_athlete,2_3
2021-01-12,50.0,pro_athlete,2_3
2021-01-13,52.0,pro_athlete,2_3
2021-01-14,49.0,pro_athlete,2_3
2021-01-15,47.0,pro_athlete,2_3
2021-01-16,50.0,pro_athlete,2_3
2021-01-17,49.0,pro_athlete,2_3
2021-01-18,48.0,pro_athlete,2_3
2021-01-19,50.0,pro_athlete,2_3
2021-01-20,49.0,pro_athlete,2_3
2021-01-21,48.0,pro_athlete,2_3
2021-01-22,49.0,pro_athlete,2_3
2021-01-23,50.0,pro_athlete,2_3
2021-01-24,50.0,pro_athlete,2_3
2021-01-25,48.0,pro_athlete,2_3
2021-01-26,50.0,pro_athlete,2_3
2021-01-27,49.0,pro_athlete,2_3
2021-01-28,48.0,pro_athlete,2_3
2021-01-29,50.0,pro_athlete,2_3
2021-01-30,49.0,pro_athlete,2_3
2021-01-31,50.0,pro_athlete,2_3
2021-02-01,51.0,pro_athlete,2_3
2021-02-02,48.0,pro_athlete,2_3
2021-02-03,50.0,pro_athlete,2_3
2021-02-04,49.0,pro_athlete,2_3
2021-02-05,47.0,pro_athlete,2_3
2021-02-06,48.0,pro_athlete,2_3
2021-02-07,49.0,pro_athlete,2_3
2021-02-08,49.0,pro_athlete,2_3
2021-02-09,49.0,pro_athlete,2_3
2021-02-10,49.0,pro_athlete,2_3
2021-02-11,48.0,pro_athlete,2_3
2021-02-12,49.0,pro_athlete,2_3
2021-02-13,47.0,pro_athlete,2_3
2021-02-14,47.0,pro_athlete,2_3
2021-02-15,47.0,pro_athlete,2_3
2021-02-16,49.0,pro_athlete,2_3
2021-02-17,49.0,pro_athlete,2_3
2021-02-18,49.0,pro_athlete,2_3
2021-02-19,48.0,pro_athlete,2_3
2021-02-20,48.0,pro_athlete,2_3
2021-02-21,50.0,pro_athlete,2_3
2021-02-22,46.0,pro_athlete,2_3
2021-02-23,47.0,pro_athlete,2_3
2021-02-24,50.0,pro_athlete,2_3
2021-02-25,48.0,pro_athlete,2_3
2021-02-26,46.0,pro_athlete,2_3
2021-02-27,47.0,pro_athlete,2_3
2021-02-28,49.0,pro_athlete,2_3
2021-03-01,48.0,pro_athlete,2_3
2021-03-02,48.0,pro_athlete,2_3
2021-03-03,49.0,pro_athlete,2_3
2021-03-04,48.0,pro_athlete,2_3
2021-03-05,48.0,pro_athlete,2_3
2021-03-06,50.0,pro_athlete,2_3
2021-03-07,49.0,pro_athlete,2_3
2021-03-08,48.0,pro_athlete,2_3
2021-03-09,49.0,pro_athlete,2_3
2021-03-10,49.0,pro_athlete,2_3
2021-03-11,49.0,pro_athlete,2_3
2021-03-12,49.0,pro_athlete,2_3
2021-03-13,49.0,pro_athlete,2_3
2021-03-14,48.0,pro_athlete,2_3
2021-03-15,49.0,pro_athlete,2_3
2021-03-16,51.0,pro_athlete,2_3
2021-03-17,49.0,pro_athlete,2_3
2021-03-18,48.0,pro_athlete,2_3
2021-03-19,50.0,pro_athlete,2_3
2021-03-20,50.0,pro_athlete,2_3
2021-03-21,48.0,pro_athlete,2_3
2021-03-22,49.0,pro_athlete,2_3
2021-03-23,49.0,pro_athlete,2_3
2021-03-24,49.0,pro_athlete,2_3
2021-03-25,50.0,pro_athlete,2_3
2021-03-26,49.0,pro_athlete,2_3
2021-03-27,50.0,pro_athlete,2_3
2021-03-28,49.0,pro_athlete,2_3
2021-03-29,50.0,pro_athlete,2_3
2021-03-30,49.0,pro_athlete,2_3
2021-03-31,50.0,pro_athlete,2_3
2021-01-01,54.0,pro_athlete,2_4
2021-01-02,53.0,pro_athlete,2_4
2021-01-03,52.0,pro_athlete,2_4
2021-01-04,54.0,pro_athlete,2_4
2021-01-05,54.0,pro_athlete,2_4
2021-01-06,54.0,pro_athlete,2_4
2021-01-07,53.0,pro_athlete,2_4
2021-01-08,53.0,pro_athlete,2_4
2021-01-09,53.0,pro_athlete,2_4
2021-01-10,54.0,pro_athlete,2_4
2021-01-11,54.0,pro_athlete,2_4
2021-01-12,53.0,pro_athlete,2_4
2021-01-13,53.0,pro_athlete,2_4
2021-01-14,53.0,pro_athlete,2_4
2021-01-15,53.0,pro_athlete,2_4
2021-01-16,54.0,pro_athlete,2_4
2021-01-17,53.0,pro_athlete,2_4
2021-01-18,53.0,pro_athlete,2_4
2021-01-19,53.0,pro_athlete,2_4
2021-01-20,53.0,pro_athlete,2_4
2021-01-21,53.0,pro_athlete,2_4
2021-01-22,54.0,pro_athlete,2_4
2021-01-23,53.0,pro_athlete,2_4
2021-01-24,53.0,pro_athlete,2_4
2021-01-25,53.0,pro_athlete,2_4
2021-01-26,54.0,pro_athlete,2_4
2021-01-27,53.0,pro_athlete,2_4
2021-01-28,54.0,pro_athlete,2_4
2021-01-29,54.0,pro_athlete,2_4
2021-01-30,53.0,pro_athlete,2_4
2021-01-31,53.0,pro_athlete,2_4
2021-02-01,53.0,pro_athlete,2_4
2021-02-02,54.0,pro_athlete,2_4
2021-02-03,53.0,pro_athlete,2_4
2021-02-04,54.0,pro_athlete,2_4
2021-02-05,54.0,pro_athlete,2_4
2021-02-06,54.0,pro_athlete,2_4
2021-02-07,54.0,pro_athlete,2_4
2021-02-08,54.0,pro_athlete,2_4
2021-02-09,54.0,pro_athlete,2_4
2021-02-10,54.0,pro_athlete,2_4
2021-02-11,53.0,pro_athlete,2_4
2021-02-12,54.0,pro_athlete,2_4
2021-02-13,53.0,pro_athlete,2_4
2021-02-14,54.0,pro_athlete,2_4
2021-02-15,53.0,pro_athlete,2_4
2021-02-16,53.0,pro_athlete,2_4
2021-02-17,54.0,pro_athlete,2_4
2021-02-18,54.0,pro_athlete,2_4
2021-02-19,53.0,pro_athlete,2_4
2021-02-20,53.0,pro_athlete,2_4
2021-02-21,54.0,pro_athlete,2_4
2021-02-22,53.0,pro_athlete,2_4
2021-02-23,54.0,pro_athlete,2_4
2021-02-24,53.0,pro_athlete,2_4
2021-02-25,53.0,pro_athlete,2_4
2021-02-26,54.0,pro_athlete,2_4
2021-02-27,53.0,pro_athlete,2_4
2021-02-28,54.0,pro_athlete,2_4
2021-03-01,54.0,pro_athlete,2_4
2021-03-02,53.0,pro_athlete,2_4
2021-03-03,53.0,pro_athlete,2_4
2021-03-04,53.0,pro_athlete,2_4
2021-03-05,53.0,pro_athlete,2_4
2021-03-06,53.0,pro_athlete,2_4
2021-03-07,53.0,pro_athlete,2_4
2021-03-08,52.0,pro_athlete,2_4
2021-03-09,54.0,pro_athlete,2_4
2021-03-10,53.0,pro_athlete,2_4
2021-03-11,54.0,pro_athlete,2_4
2021-03-12,53.0,pro_athlete,2_4
2021-03-13,54.0,pro_athlete,2_4
2021-03-14,53.0,pro_athlete,2_4
2021-03-15,53.0,pro_athlete,2_4
2021-03-16,54.0,pro_athlete,2_4
2021-03-17,53.0,pro_athlete,2_4
2021-03-18,53.0,pro_athlete,2_4
2021-03-19,53.0,pro_athlete,2_4
2021-03-20,53.0,pro_athlete,2_4
2021-03-21,54.0,pro_athlete,2_4
2021-03-22,53.0,pro_athlete,2_4
2021-03-23,53.0,pro_athlete,2_4
2021-03-24,53.0,pro_athlete,2_4
2021-03-25,54.0,pro_athlete,2_4
2021-03-26,53.0,pro_athlete,2_4
2021-03-27,53.0,pro_athlete,2_4
2021-03-28,53.0,pro_athlete,2_4
2021-03-29,54.0,pro_athlete,2_4
2021-03-30,53.0,pro_athlete,2_4
2021-03-31,53.0,pro_athlete,2_4
2021-01-01,66.0,athlete,2_5
2021-01-02,66.0,athlete,2_5
2021-01-03,66.0,athlete,2_5
2021-01-04,66.0,athlete,2_5
2021-01-05,66.0,athlete,2_5
2021-01-06,66.0,athlete,2_5
2021-01-07,66.0,athlete,2_5
2021-01-08,66.0,athlete,2_5
2021-01-09,66.0,athlete,2_5
2021-01-10,66.0,athlete,2_5
2021-01-11,66.0,athlete,2_5
2021-01-12,66.0,athlete,2_5
2021-01-13,66.0,athlete,2_5
2021-01-14,66.0,athlete,2_5
2021-01-15,66.0,athlete,2_5
2021-01-16,66.0,athlete,2_5
2021-01-17,66.0,athlete,2_5
2021-01-18,66.0,athlete,2_5
2021-01-19,66.0,athlete,2_5
2021-01-20,66.0,athlete,2_5
2021-01-21,66.0,athlete,2_5
2021-01-22,66.0,athlete,2_5
2021-01-23,66.0,athlete,2_5
2021-01-24,66.0,athlete,2_5
2021-01-25,66.0,athlete,2_5
2021-01-26,66.0,athlete,2_5
2021-01-27,66.0,athlete,2_5
2021-01-28,66.0,athlete,2_5
2021-01-29,66.0,athlete,2_5
2021-01-30,66.0,athlete,2_5
2021-01-31,66.0,athlete,2_5
2021-02-01,66.0,athlete,2_5
2021-02-02,66.0,athlete,2_5
2021-02-03,66.0,athlete,2_5
2021-02-04,66.0,athlete,2_5
2021-02-05,66.0,athlete,2_5
2021-02-06,66.0,athlete,2_5
2021-02-07,66.0,athlete,2_5
2021-02-08,66.0,athlete,2_5
2021-02-09,66.0,athlete,2_5
2021-02-10,66.0,athlete,2_5
2021-02-11,66.0,athlete,2_5
2021-02-12,66.0,athlete,2_5
2021-02-13,66.0,athlete,2_5
2021-02-14,66.0,athlete,2_5
2021-02-15,66.0,athlete,2_5
2021-02-16,66.0,athlete,2_5
2021-02-17,66.0,athlete,2_5
2021-02-18,66.0,athlete,2_5
2021-02-19,66.0,athlete,2_5
2021-02-20,66.0,athlete,2_5
2021-02-21,66.0,athlete,2_5
2021-02-22,66.0,athlete,2_5
2021-02-23,66.0,athlete,2_5
2021-02-24,66.0,athlete,2_5
2021-02-25,66.0,athlete,2_5
2021-02-26,66.0,athlete,2_5
2021-02-27,66.0,athlete,2_5
2021-02-28,66.0,athlete,2_5
2021-03-01,66.0,athlete,2_5
2021-03-02,66.0,athlete,2_5
2021-03-03,66.0,athlete,2_5
2021-03-04,66.0,athlete,2_5
2021-03-05,66.0,athlete,2_5
2021-03-06,66.0,athlete,2_5
2021-03-07,66.0,athlete,2_5
2021-03-08,66.0,athlete,2_5
2021-03-09,66.0,athlete,2_5
2021-03-10,66.0,athlete,2_5
2021-03-11,66.0,athlete,2_5
2021-03-12,66.0,athlete,2_5
2021-03-13,66.0,athlete,2_5
2021-03-14,66.0,athlete,2_5
2021-03-15,66.0,athlete,2_5
2021-03-16,66.0,athlete,2_5
2021-03-17,66.0,athlete,2_5
2021-03-18,66.0,athlete,2_5
2021-03-19,66.0,athlete,2_5
2021-03-20,66.0,athlete,2_5
2021-03-21,66.0,athlete,2_5
2021-03-22,66.0,athlete,2_5
2021-03-23,66.0,athlete,2_5
2021-03-24,66.0,athlete,2_5
2021-03-25,66.0,athlete,2_5
2021-03-26,66.0,athlete,2_5
2021-03-27,66.0,athlete,2_5
2021-03-28,66.0,athlete,2_5
2021-03-29,66.0,athlete,2_5
2021-03-30,66.0,athlete,2_5
2021-03-31,66.0,athlete,2_5
2021-01-01,53.0,pro_athlete,2_6
2021-01-02,52.0,pro_athlete,2_6
2021-01-03,52.0,pro_athlete,2_6
2021-01-04,55.0,pro_athlete,2_6
2021-01-05,52.0,pro_athlete,2_6
2021-01-06,53.0,pro_athlete,2_6
2021-01-07,53.0,pro_athlete,2_6
2021-01-08,54.0,pro_athlete,2_6
2021-01-09,53.0,pro_athlete,2_6
2021-01-10,54.0,pro_athlete,2_6
2021-01-11,53.0,pro_athlete,2_6
2021-01-12,55.0,pro_athlete,2_6
2021-01-13,54.0,pro_athlete,2_6
2021-01-14,54.0,pro_athlete,2_6
2021-01-15,54.0,pro_athlete,2_6
2021-01-16,55.0,pro_athlete,2_6
2021-01-17,53.0,pro_athlete,2_6
2021-01-18,54.0,pro_athlete,2_6
2021-01-19,56.0,pro_athlete,2_6
2021-01-20,53.0,pro_athlete,2_6
2021-01-21,53.0,pro_athlete,2_6
2021-01-22,53.0,pro_athlete,2_6
2021-01-23,55.0,pro_athlete,2_6
2021-01-24,54.0,pro_athlete,2_6
2021-01-25,52.0,pro_athlete,2_6
2021-01-26,56.0,pro_athlete,2_6
2021-01-27,55.0,pro_athlete,2_6
2021-01-28,53.0,pro_athlete,2_6
2021-01-29,54.0,pro_athlete,2_6
2021-01-30,54.0,pro_athlete,2_6
2021-01-31,52.0,pro_athlete,2_6
2021-02-01,53.0,pro_athlete,2_6
2021-02-02,53.0,pro_athlete,2_6
2021-02-03,54.0,pro_athlete,2_6
2021-02-04,54.0,pro_athlete,2_6
2021-02-05,51.0,pro_athlete,2_6
2021-02-06,55.0,pro_athlete,2_6
2021-02-07,53.0,pro_athlete,2_6
2021-02-08,54.0,pro_athlete,2_6
2021-02-09,53.0,pro_athlete,2_6
2021-02-10,55.0,pro_athlete,2_6
2021-02-11,53.0,pro_athlete,2_6
2021-02-12,53.0,pro_athlete,2_6
2021-02-13,54.0,pro_athlete,2_6
2021-02-14,53.0,pro_athlete,2_6
2021-02-15,52.0,pro_athlete,2_6
2021-02-16,52.0,pro_athlete,2_6
2021-02-17,55.0,pro_athlete,2_6
2021-02-18,55.0,pro_athlete,2_6
2021-02-19,55.0,pro_athlete,2_6
2021-02-20,52.0,pro_athlete,2_6
2021-02-21,54.0,pro_athlete,2_6
2021-02-22,53.0,pro_athlete,2_6
2021-02-23,53.0,pro_athlete,2_6
2021-02-24,53.0,pro_athlete,2_6
2021-02-25,52.0,pro_athlete,2_6
2021-02-26,55.0,pro_athlete,2_6
2021-02-27,53.0,pro_athlete,2_6
2021-02-28,54.0,pro_athlete,2_6
2021-03-01,53.0,pro_athlete,2_6
2021-03-02,53.0,pro_athlete,2_6
2021-03-03,52.0,pro_athlete,2_6
2021-03-04,53.0,pro_athlete,2_6
2021-03-05,54.0,pro_athlete,2_6
2021-03-06,53.0,pro_athlete,2_6
2021-03-07,54.0,pro_athlete,2_6
2021-03-08,53.0,pro_athlete,2_6
2021-03-09,53.0,pro_athlete,2_6
2021-03-10,54.0,pro_athlete,2_6
2021-03-11,55.0,pro_athlete,2_6
2021-03-12,53.0,pro_athlete,2_6
2021-03-13,54.0,pro_athlete,2_6
2021-03-14,54.0,pro_athlete,2_6
2021-03-15,53.0,pro_athlete,2_6
2021-03-16,53.0,pro_athlete,2_6
2021-03-17,53.0,pro_athlete,2_6
2021-03-18,55.0,pro_athlete,2_6
2021-03-19,53.0,pro_athlete,2_6
2021-03-20,53.0,pro_athlete,2_6
2021-03-21,54.0,pro_athlete,2_6
2021-03-22,55.0,pro_athlete,2_6
2021-03-23,55.0,pro_athlete,2_6
2021-03-24,53.0,pro_athlete,2_6
2021-03-25,54.0,pro_athlete,2_6
2021-03-26,54.0,pro_athlete,2_6
2021-03-27,54.0,pro_athlete,2_6
2021-03-28,55.0,pro_athlete,2_6
2021-03-29,54.0,pro_athlete,2_6
2021-03-30,54.0,pro_athlete,2_6
2021-03-31,53.0,pro_athlete,2_6
2021-01-01,45.0,pro_athlete,2_7
2021-01-02,42.0,pro_athlete,2_7
2021-01-03,34.0,pro_athlete,2_7
2021-01-04,42.0,pro_athlete,2_7
2021-01-05,49.0,pro_athlete,2_7
2021-01-06,40.0,pro_athlete,2_7
2021-01-07,47.0,pro_athlete,2_7
2021-01-08,49.0,pro_athlete,2_7
2021-01-09,49.0,pro_athlete,2_7
2021-01-10,45.0,pro_athlete,2_7
2021-01-11,47.0,pro_athlete,2_7
2021-01-12,42.0,pro_athlete,2_7
2021-01-13,40.0,pro_athlete,2_7
2021-01-14,39.0,pro_athlete,2_7
2021-01-15,47.0,pro_athlete,2_7
2021-01-16,46.0,pro_athlete,2_7
2021-01-17,43.0,pro_athlete,2_7
2021-01-18,44.0,pro_athlete,2_7
2021-01-19,42.0,pro_athlete,2_7
2021-01-20,45.0,pro_athlete,2_7
2021-01-21,47.0,pro_athlete,2_7
2021-01-22,41.0,pro_athlete,2_7
2021-01-23,42.0,pro_athlete,2_7
2021-01-24,49.0,pro_athlete,2_7
2021-01-25,40.0,pro_athlete,2_7
2021-01-26,37.0,pro_athlete,2_7
2021-01-27,37.0,pro_athlete,2_7
2021-01-28,40.0,pro_athlete,2_7
2021-01-29,36.0,pro_athlete,2_7
2021-01-30,38.0,pro_athlete,2_7
2021-01-31,47.0,pro_athlete,2_7
2021-02-01,43.0,pro_athlete,2_7
2021-02-02,44.0,pro_athlete,2_7
2021-02-03,43.0,pro_athlete,2_7
2021-02-04,43.0,pro_athlete,2_7
2021-02-05,40.0,pro_athlete,2_7
2021-02-06,47.0,pro_athlete,2_7
2021-02-07,44.0,pro_athlete,2_7
2021-02-08,35.0,pro_athlete,2_7
2021-02-09,41.0,pro_athlete,2_7
2021-02-10,48.0,pro_athlete,2_7
2021-02-11,49.0,pro_athlete,2_7
2021-02-12,41.0,pro_athlete,2_7
2021-02-13,46.0,pro_athlete,2_7
2021-02-14,44.0,pro_athlete,2_7
2021-02-15,42.0,pro_athlete,2_7
2021-02-16,51.0,pro_athlete,2_7
2021-02-17,40.0,pro_athlete,2_7
2021-02-18,39.0,pro_athlete,2_7
2021-02-19,42.0,pro_athlete,2_7
2021-02-20,45.0,pro_athlete,2_7
2021-02-21,44.0,pro_athlete,2_7
2021-02-22,50.0,pro_athlete,2_7
2021-02-23,44.0,pro_athlete,2_7
2021-02-24,47.0,pro_athlete,2_7
2021-02-25,44.0,pro_athlete,2_7
2021-02-26,43.0,pro_athlete,2_7
2021-02-27,44.0,pro_athlete,2_7
2021-02-28,36.0,pro_athlete,2_7
2021-03-01,46.0,pro_athlete,2_7
2021-03-02,43.0,pro_athlete,2_7
2021-03-03,45.0,pro_athlete,2_7
2021-03-04,48.0,pro_athlete,2_7
2021-03-05,42.0,pro_athlete,2_7
2021-03-06,41.0,pro_athlete,2_7
2021-03-07,38.0,pro_athlete,2_7
2021-03-08,47.0,pro_athlete,2_7
2021-03-09,41.0,pro_athlete,2_7
2021-03-10,46.0,pro_athlete,2_7
2021-03-11,41.0,pro_athlete,2_7
2021-03-12,42.0,pro_athlete,2_7
2021-03-13,46.0,pro_athlete,2_7
2021-03-14,39.0,pro_athlete,2_7
2021-03-15,45.0,pro_athlete,2_7
2021-03-16,41.0,pro_athlete,2_7
2021-03-17,50.0,pro_athlete,2_7
2021-03-18,43.0,pro_athlete,2_7
2021-03-19,47.0,pro_athlete,2_7
2021-03-20,46.0,pro_athlete,2_7
2021-03-21,33.0,pro_athlete,2_7
2021-03-22,44.0,pro_athlete,2_7
2021-03-23,41.0,pro_athlete,2_7
2021-03-24,47.0,pro_athlete,2_7
2021-03-25,45.0,pro_athlete,2_7
2021-03-26,50.0,pro_athlete,2_7
2021-03-27,41.0,pro_athlete,2_7
2021-03-28,43.0,pro_athlete,2_7
2021-03-29,44.0,pro_athlete,2_7
2021-03-30,46.0,pro_athlete,2_7
2021-03-31,43.0,pro_athlete,2_7
2021-01-01,89.0,non_athlete,2_8
2021-01-02,89.0,non_athlete,2_8
2021-01-03,88.0,non_athlete,2_8
2021-01-04,88.0,non_athlete,2_8
2021-01-05,89.0,non_athlete,2_8
2021-01-06,89.0,non_athlete,2_8
2021-01-07,89.0,non_athlete,2_8
2021-01-08,88.0,non_athlete,2_8
2021-01-09,88.0,non_athlete,2_8
2021-01-10,88.0,non_athlete,2_8
2021-01-11,88.0,non_athlete,2_8
2021-01-12,88.0,non_athlete,2_8
2021-01-13,89.0,non_athlete,2_8
2021-01-14,89.0,non_athlete,2_8
2021-01-15,89.0,non_athlete,2_8
2021-01-16,89.0,non_athlete,2_8
2021-01-17,89.0,non_athlete,2_8
2021-01-18,88.0,non_athlete,2_8
2021-01-19,88.0,non_athlete,2_8
2021-01-20,89.0,non_athlete,2_8
2021-01-21,88.0,non_athlete,2_8
2021-01-22,89.0,non_athlete,2_8
