datetime,pulse,category,ts_number
2021-03-13,76.0,non_athlete,1_2
2021-03-14,76.0,non_athlete,1_2
2021-03-15,76.0,non_athlete,1_2
2021-03-16,77.0,non_athlete,1_2
2021-03-17,75.0,non_athlete,1_2
2021-03-18,76.0,non_athlete,1_2
2021-03-19,77.0,non_athlete,1_2
2021-03-20,77.0,non_athlete,1_2
2021-03-21,76.0,non_athlete,1_2
2021-03-22,76.0,non_athlete,1_2
2021-03-23,76.0,non_athlete,1_2
2021-03-24,77.0,non_athlete,1_2
2021-03-25,76.0,non_athlete,1_2
2021-03-26,75.0,non_athlete,1_2
2021-03-27,77.0,non_athlete,1_2
2021-03-28,77.0,non_athlete,1_2
2021-03-29,76.0,non_athlete,1_2
2021-03-30,76.0,non_athlete,1_2
2021-03-31,76.0,non_athlete,1_2
2021-01-01,52.0,pro_athlete,1_3
2021-01-02,51.0,pro_athlete,1_3
2021-01-03,51.0,pro_athlete,1_3
2021-01-04,50.0,pro_athlete,1_3
2021-01-05,52.0,pro_athlete,1_3
2021-01-06,52.0,pro_athlete,1_3
2021-01-07,52.0,pro_athlete,1_3
2021-01-08,52.0,pro_athlete,1_3
2021-01-09,52.0,pro_athlete,1_3
2021-01-10,51.0,pro_athlete,1_3
2021-01-11,52.0,pro_athlete,1_3
2021-01-12,51.0,pro_athlete,1_3
2021-01-13,51.0,pro_athlete,1_3
2021-01-14,51.0,pro_athlete,1_3
2021-01-15,51.0,pro_athlete,1_3
2021-01-16,51.0,pro_athlete,1_3
2021-01-17,52.0,pro_athlete,1_3
2021-01-18,52.0,pro_athlete,1_3
2021-01-19,51.0,pro_athlete,1_3
2021-01-20,51.0,pro_athlete,1_3
2021-01-21,51.0,pro_athlete,1_3
2021-01-22,52.0,pro_athlete,1_3
2021-01-23,51.0,pro_athlete,1_3
2021-01-24,52.0,pro_athlete,1_3
2021-01-25,50.0,pro_athlete,1_3
2021-01-26,52.0,pro_athlete,1_3
2021-01-27,52.0,pro_athlete,1_3
2021-01-28,53.0,pro_athlete,1_3
2021-01-29,51.0,pro_athlete,1_3
2021-01-30,52.0,pro_athlete,1_3
2021-01-31,52.0,pro_athlete,1_3
2021-02-01,51.0,pro_athlete,1_3
2021-02-02,51.0,pro_athlete,1_3
2021-02-03,52.0,pro_athlete,1_3
2021-02-04,52.0,pro_athlete,1_3
2021-02-05,52.0,pro_athlete,1_3
2021-02-06,51.0,pro_athlete,1_3
2021-02-07,52.0,pro_athlete,1_3
2021-02-08,51.0,pro_athlete,1_3
2021-02-09,49.0,pro_athlete,1_3
2021-02-10,52.0,pro_athlete,1_3
2021-02-11,52.0,pro_athlete,1_3
2021-02-12,52.0,pro_athlete,1_3
2021-02-13,51.0,pro_athlete,1_3
2021-02-14,51.0,pro_athlete,1_3
2021-02-15,52.0,pro_athlete,1_3
2021-02-16,51.0,pro_athlete,1_3
2021-02-17,51.0,pro_athlete,1_3
2021-02-18,53.0,pro_athlete,1_3
2021-02-19,52.0,pro_athlete,1_3
2021-02-20,51.0,pro_athlete,1_3
2021-02-21,50.0,pro_athlete,1_3
2021-02-22,52.0,pro_athlete,1_3
2021-02-23,50.0,pro_athlete,1_3
2021-02-24,51.0,pro_athlete,1_3
2021-02-25,52.0,pro_athlete,1_3
2021-02-26,51.0,pro_athlete,1_3
2021-02-27,51.0,pro_athlete,1_3
2021-02-28,52.0,pro_athlete,1_3
2021-03-01,52.0,pro_athlete,1_3
2021-03-02,51.0,pro_athlete,1_3
2021-03-03,52.0,pro_athlete,1_3
2021-03-04,52.0,pro_athlete,1_3
2021-03-05,51.0,pro_athlete,1_3
2021-03-06,52.0,pro_athlete,1_3
2021-03-07,51.0,pro_athlete,1_3
2021-03-08,51.0,pro_athlete,1_3
2021-03-09,52.0,pro_athlete,1_3
2021-03-10,52.0,pro_athlete,1_3
2021-03-11,52.0,pro_athlete,1_3
2021-03-12,51.0,pro_athlete,1_3
2021-03-13,51.0,pro_athlete,1_3
2021-03-14,51.0,pro_athlete,1_3
2021-03-15,53.0,pro_athlete,1_3
2021-03-16,51.0,pro_athlete,1_3
2021-03-17,51.0,pro_athlete,1_3
2021-03-18,52.0,pro_athlete,1_3
2021-03-19,51.0,pro_athlete,1_3
2021-03-20,51.0,pro_athlete,1_3
2021-03-21,51.0,pro_athlete,1_3
2021-03-22,51.0,pro_athlete,1_3
2021-03-23,51.0,pro_athlete,1_3
2021-03-24,52.0,pro_athlete,1_3
2021-03-25,52.0,pro_athlete,1_3
2021-03-26,51.0,pro_athlete,1_3
2021-03-27,52.0,pro_athlete,1_3
2021-03-28,51.0,pro_athlete,1_3
2021-03-29,51.0,pro_athlete,1_3
2021-03-30,52.0,pro_athlete,1_3
2021-03-31,51.0,pro_athlete,1_3
2021-01-01,49.0,pro_athlete,1_4
2021-01-02,49.0,pro_athlete,1_4
2021-01-03,49.0,pro_athlete,1_4
2021-01-04,49.0,pro_athlete,1_4
2021-01-05,49.0,pro_athlete,1_4
2021-01-06,49.0,pro_athlete,1_4
2021-01-07,49.0,pro_athlete,1_4
2021-01-08,49.0,pro_athlete,1_4
2021-01-09,49.0,pro_athlete,1_4
2021-01-10,49.0,pro_athlete,1_4
2021-01-11,49.0,pro_athlete,1_4
2021-01-12,49.0,pro_athlete,1_4
2021-01-13,49.0,pro_athlete,1_4
2021-01-14,49.0,pro_athlete,1_4
2021-01-15,49.0,pro_athlete,1_4
2021-01-16,49.0,pro_athlete,1_4
2021-01-17,49.0,pro_athlete,1_4
2021-01-18,49.0,pro_athlete,1_4
2021-01-19,49.0,pro_athlete,1_4
2021-01-20,49.0,pro_athlete,1_4
2021-01-21,49.0,pro_athlete,1_4
2021-01-22,49.0,pro_athlete,1_4
2021-01-23,49.0,pro_athlete,1_4
2021-01-24,49.0,pro_athlete,1_4
2021-01-25,49.0,pro_athlete,1_4
2021-01-26,49.0,pro_athlete,1_4
2021-01-27,49.0,pro_athlete,1_4
2021-01-28,49.0,pro_athlete,1_4
2021-01-29,49.0,pro_athlete,1_4
2021-01-30,49.0,pro_athlete,1_4
2021-01-31,49.0,pro_athlete,1_4
2021-02-01,49.0,pro_athlete,1_4
2021-02-02,49.0,pro_athlete,1_4
2021-02-03,49.0,pro_athlete,1_4
2021-02-04,49.0,pro_athlete,1_4
2021-02-05,49.0,pro_athlete,1_4
2021-02-06,49.0,pro_athlete,1_4
2021-02-07,49.0,pro_athlete,1_4
2021-02-08,49.0,pro_athlete,1_4
2021-02-09,49.0,pro_athlete,1_4
2021-02-10,49.0,pro_athlete,1_4
2021-02-11,49.0,pro_athlete,1_4
2021-02-12,49.0,pro_athlete,1_4
2021-02-13,49.0,pro_athlete,1_4
2021-02-14,49.0,pro_athlete,1_4
2021-02-15,49.0,pro_athlete,1_4
2021-02-16,49.0,pro_athlete,1_4
2021-02-17,49.0,pro_athlete,1_4
2021-02-18,49.0,pro_athlete,1_4
2021-02-19,49.0,pro_athlete,1_4
2021-02-20,49.0,pro_athlete,1_4
2021-02-21,49.0,pro_athlete,1_4
2021-02-22,49.0,pro_athlete,1_4
2021-02-23,49.0,pro_athlete,1_4
2021-02-24,49.0,pro_athlete,1_4
2021-02-25,49.0,pro_athlete,1_4
2021-02-26,49.0,pro_athlete,1_4
2021-02-27,49.0,pro_athlete,1_4
2021-02-28,49.0,pro_athlete,1_4
2021-03-01,49.0,pro_athlete,1_4
2021-03-02,49.0,pro_athlete,1_4
2021-03-03,49.0,pro_athlete,1_4
2021-03-04,49.0,pro_athlete,1_4
2021-03-05,49.0,pro_athlete,1_4
2021-03-06,49.0,pro_athlete,1_4
2021-03-07,49.0,pro_athlete,1_4
2021-03-08,49.0,pro_athlete,1_4
2021-03-09,49.0,pro_athlete,1_4
2021-03-10,49.0,pro_athlete,1_4
2021-03-11,49.0,pro_athlete,1_4
2021-03-12,49.0,pro_athlete,1_4
2021-03-13,49.0,pro_athlete,1_4
2021-03-14,49.0,pro_athlete,1_4
2021-03-15,49.0,pro_athlete,1_4
2021-03-16,49.0,pro_athlete,1_4
2021-03-17,49.0,pro_athlete,1_4
2021-03-18,49.0,pro_athlete,1_4
2021-03-19,49.0,pro_athlete,1_4
2021-03-20,49.0,pro_athlete,1_4
2021-03-21,49.0,pro_athlete,1_4
2021-03-22,49.0,pro_athlete,1_4
2021-03-23,49.0,pro_athlete,1_4
2021-03-24,49.0,pro_athlete,1_4
2021-03-25,49.0,pro_athlete,1_4
2021-03-26,49.0,pro_athlete,1_4
2021-03-27,49.0,pro_athlete,1_4
2021-03-28,49.0,pro_athlete,1_4
2021-03-29,49.0,pro_athlete,1_4
2021-03-30,49.0,pro_athlete,1_4
2021-03-31,49.0,pro_athlete,1_4
2021-01-01,73.0,non_athlete,1_5
2021-01-02,84.0,non_athlete,1_5
2021-01-03,76.0,non_athlete,1_5
2021-01-04,76.0,non_athlete,1_5
2021-01-05,72.0,non_athlete,1_5
2021-01-06,77.0,non_athlete,1_5
2021-01-07,73.0,non_athlete,1_5
2021-01-08,73.0,non_athlete,1_5
2021-01-09,77.0,non_athlete,1_5
2021-01-10,72.0,non_athlete,1_5
2021-01-11,75.0,non_athlete,1_5
2021-01-12,83.0,non_athlete,1_5
2021-01-13,80.0,non_athlete,1_5
2021-01-14,74.0,non_athlete,1_5
2021-01-15,73.0,non_athlete,1_5
2021-01-16,67.0,non_athlete,1_5
2021-01-17,71.0,non_athlete,1_5
2021-01-18,65.0,non_athlete,1_5
2021-01-19,77.0,non_athlete,1_5
2021-01-20,76.0,non_athlete,1_5
2021-01-21,77.0,non_athlete,1_5
2021-01-22,77.0,non_athlete,1_5
2021-01-23,73.0,non_athlete,1_5
2021-01-24,66.0,non_athlete,1_5
2021-01-25,78.0,non_athlete,1_5
2021-01-26,77.0,non_athlete,1_5
2021-01-27,79.0,non_athlete,1_5
2021-01-28,77.0,non_athlete,1_5
2021-01-29,83.0,non_athlete,1_5
2021-01-30,76.0,non_athlete,1_5
2021-01-31,74.0,non_athlete,1_5
2021-02-01,75.0,non_athlete,1_5
2021-02-02,71.0,non_athlete,1_5
2021-02-03,81.0,non_athlete,1_5
2021-02-04,76.0,non_athlete,1_5
2021-02-05,76.0,non_athlete,1_5
2021-02-06,73.0,non_athlete,1_5
2021-02-07,79.0,non_athlete,1_5
2021-02-08,82.0,non_athlete,1_5
2021-02-09,73.0,non_athlete,1_5
2021-02-10,75.0,non_athlete,1_5
2021-02-11,70.0,non_athlete,1_5
2021-02-12,80.0,non_athlete,1_5
2021-02-13,72.0,non_athlete,1_5
2021-02-14,81.0,non_athlete,1_5
2021-02-15,83.0,non_athlete,1_5
2021-02-16,75.0,non_athlete,1_5
2021-02-17,71.0,non_athlete,1_5
2021-02-18,84.0,non_athlete,1_5
2021-02-19,78.0,non_athlete,1_5
2021-02-20,81.0,non_athlete,1_5
2021-02-21,81.0,non_athlete,1_5
2021-02-22,76.0,non_athlete,1_5
2021-02-23,91.0,non_athlete,1_5
2021-02-24,78.0,non_athlete,1_5
2021-02-25,85.0,non_athlete,1_5
2021-02-26,73.0,non_athlete,1_5
2021-02-27,85.0,non_athlete,1_5
2021-02-28,70.0,non_athlete,1_5
2021-03-01,80.0,non_athlete,1_5
2021-03-02,76.0,non_athlete,1_5
2021-03-03,75.0,non_athlete,1_5
2021-03-04,81.0,non_athlete,1_5
2021-03-05,78.0,non_athlete,1_5
2021-03-06,82.0,non_athlete,1_5
2021-03-07,79.0,non_athlete,1_5
2021-03-08,74.0,non_athlete,1_5
2021-03-09,82.0,non_athlete,1_5
2021-03-10,78.0,non_athlete,1_5
2021-03-11,81.0,non_athlete,1_5
2021-03-12,76.0,non_athlete,1_5
2021-03-13,80.0,non_athlete,1_5
2021-03-14,83.0,non_athlete,1_5
2021-03-15,79.0,non_athlete,1_5
2021-03-16,79.0,non_athlete,1_5
2021-03-17,74.0,non_athlete,1_5
2021-03-18,82.0,non_athlete,1_5
2021-03-19,76.0,non_athlete,1_5
2021-03-20,73.0,non_athlete,1_5
2021-03-21,75.0,non_athlete,1_5
2021-03-22,73.0,non_athlete,1_5
2021-03-23,82.0,non_athlete,1_5
2021-03-24,76.0,non_athlete,1_5
2021-03-25,79.0,non_athlete,1_5
2021-03-26,71.0,non_athlete,1_5
2021-03-27,76.0,non_athlete,1_5
2021-03-28,81.0,non_athlete,1_5
2021-03-29,75.0,non_athlete,1_5
2021-03-30,69.0,non_athlete,1_5
2021-03-31,76.0,non_athlete,1_5
2021-01-01,56.0,athlete,1_6
2021-01-02,57.0,athlete,1_6
2021-01-03,59.0,athlete,1_6
2021-01-04,56.0,athlete,1_6
2021-01-05,59.0,athlete,1_6
2021-01-06,58.0,athlete,1_6
2021-01-07,61.0,athlete,1_6
2021-01-08,57.0,athlete,1_6
2021-01-09,62.0,athlete,1_6
2021-01-10,59.0,athlete,1_6
2021-01-11,57.0,athlete,1_6
2021-01-12,56.0,athlete,1_6
2021-01-13,61.0,athlete,1_6
2021-01-14,62.0,athlete,1_6
2021-01-15,59.0,athlete,1_6
2021-01-16,62.0,athlete,1_6
2021-01-17,59.0,athlete,1_6
2021-01-18,61.0,athlete,1_6
2021-01-19,58.0,athlete,1_6
2021-01-20,59.0,athlete,1_6
2021-01-21,61.0,athlete,1_6
2021-01-22,56.0,athlete,1_6
2021-01-23,57.0,athlete,1_6
2021-01-24,61.0,athlete,1_6
2021-01-25,57.0,athlete,1_6
2021-01-26,57.0,athlete,1_6
2021-01-27,60.0,athlete,1_6
2021-01-28,64.0,athlete,1_6
2021-01-29,57.0,athlete,1_6
2021-01-30,56.0,athlete,1_6
2021-01-31,59.0,athlete,1_6
2021-02-01,63.0,athlete,1_6
2021-02-02,57.0,athlete,1_6
2021-02-03,61.0,athlete,1_6
2021-02-04,57.0,athlete,1_6
2021-02-05,60.0,athlete,1_6
2021-02-06,58.0,athlete,1_6
2021-02-07,59.0,athlete,1_6
2021-02-08,56.0,athlete,1_6
2021-02-09,59.0,athlete,1_6
2021-02-10,59.0,athlete,1_6
2021-02-11,59.0,athlete,1_6
2021-02-12,57.0,athlete,1_6
2021-02-13,59.0,athlete,1_6
2021-02-14,58.0,athlete,1_6
2021-02-15,59.0,athlete,1_6
2021-02-16,60.0,athlete,1_6
2021-02-17,60.0,athlete,1_6
2021-02-18,61.0,athlete,1_6
2021-02-19,61.0,athlete,1_6
2021-02-20,60.0,athlete,1_6
2021-02-21,62.0,athlete,1_6
2021-02-22,61.0,athlete,1_6
2021-02-23,59.0,athlete,1_6
2021-02-24,59.0,athlete,1_6
2021-02-25,60.0,athlete,1_6
2021-02-26,60.0,athlete,1_6
2021-02-27,57.0,athlete,1_6
2021-02-28,60.0,athlete,1_6
2021-03-01,58.0,athlete,1_6
2021-03-02,58.0,athlete,1_6
2021-03-03,61.0,athlete,1_6
2021-03-04,61.0,athlete,1_6
2021-03-05,62.0,athlete,1_6
2021-03-06,61.0,athlete,1_6
2021-03-07,57.0,athlete,1_6
2021-03-08,61.0,athlete,1_6
2021-03-09,62.0,athlete,1_6
2021-03-10,60.0,athlete,1_6
2021-03-11,60.0,athlete,1_6
2021-03-12,58.0,athlete,1_6
2021-03-13,55.0,athlete,1_6
2021-03-14,59.0,athlete,1_6
2021-03-15,61.0,athlete,1_6
2021-03-16,60.0,athlete,1_6
2021-03-17,59.0,athlete,1_6
2021-03-18,61.0,athlete,1_6
2021-03-19,61.0,athlete,1_6
2021-03-20,59.0,athlete,1_6
2021-03-21,58.0,athlete,1_6
2021-03-22,56.0,athlete,1_6
2021-03-23,62.0,athlete,1_6
2021-03-24,61.0,athlete,1_6
2021-03-25,57.0,athlete,1_6
2021-03-26,60.0,athlete,1_6
2021-03-27,61.0,athlete,1_6
2021-03-28,57.0,athlete,1_6
2021-03-29,58.0,athlete,1_6
2021-03-30,60.0,athlete,1_6
2021-03-31,59.0,athlete,1_6
2021-01-01,72.0,athlete,1_7
2021-01-02,66.0,athlete,1_7
2021-01-03,71.0,athlete,1_7
2021-01-04,69.0,athlete,1_7
2021-01-05,72.0,athlete,1_7
2021-01-06,68.0,athlete,1_7
2021-01-07,69.0,athlete,1_7
2021-01-08,72.0,athlete,1_7
2021-01-09,69.0,athlete,1_7
2021-01-10,68.0,athlete,1_7
2021-01-11,70.0,athlete,1_7
2021-01-12,68.0,athlete,1_7
2021-01-13,67.0,athlete,1_7
2021-01-14,72.0,athlete,1_7
2021-01-15,66.0,athlete,1_7
2021-01-16,66.0,athlete,1_7
2021-01-17,66.0,athlete,1_7
2021-01-18,70.0,athlete,1_7
2021-01-19,72.0,athlete,1_7
2021-01-20,68.0,athlete,1_7
2021-01-21,70.0,athlete,1_7
2021-01-22,71.0,athlete,1_7
2021-01-23,66.0,athlete,1_7
2021-01-24,70.0,athlete,1_7
2021-01-25,70.0,athlete,1_7
2021-01-26,67.0,athlete,1_7
2021-01-27,69.0,athlete,1_7
2021-01-28,69.0,athlete,1_7
2021-01-29,69.0,athlete,1_7
2021-01-30,64.0,athlete,1_7
2021-01-31,68.0,athlete,1_7
2021-02-01,71.0,athlete,1_7
2021-02-02,72.0,athlete,1_7
2021-02-03,68.0,athlete,1_7
2021-02-04,69.0,athlete,1_7
2021-02-05,72.0,athlete,1_7
2021-02-06,66.0,athlete,1_7
2021-02-07,70.0,athlete,1_7
2021-02-08,69.0,athlete,1_7
2021-02-09,71.0,athlete,1_7
2021-02-10,68.0,athlete,1_7
2021-02-11,66.0,athlete,1_7
2021-02-12,67.0,athlete,1_7
2021-02-13,67.0,athlete,1_7
2021-02-14,73.0,athlete,1_7
2021-02-15,67.0,athlete,1_7
2021-02-16,68.0,athlete,1_7
2021-02-17,66.0,athlete,1_7
2021-02-18,70.0,athlete,1_7
2021-02-19,69.0,athlete,1_7
2021-02-20,68.0,athlete,1_7
2021-02-21,68.0,athlete,1_7
2021-02-22,68.0,athlete,1_7
2021-02-23,70.0,athlete,1_7
2021-02-24,69.0,athlete,1_7
2021-02-25,72.0,athlete,1_7
2021-02-26,70.0,athlete,1_7
2021-02-27,70.0,athlete,1_7
2021-02-28,67.0,athlete,1_7
2021-03-01,67.0,athlete,1_7
2021-03-02,67.0,athlete,1_7
2021-03-03,71.0,athlete,1_7
2021-03-04,66.0,athlete,1_7
2021-03-05,69.0,athlete,1_7
2021-03-06,69.0,athlete,1_7
2021-03-07,67.0,athlete,1_7
2021-03-08,68.0,athlete,1_7
2021-03-09,68.0,athlete,1_7
2021-03-10,69.0,athlete,1_7
2021-03-11,66.0,athlete,1_7
2021-03-12,70.0,athlete,1_7
2021-03-13,63.0,athlete,1_7
2021-03-14,66.0,athlete,1_7
2021-03-15,70.0,athlete,1_7
2021-03-16,68.0,athlete,1_7
2021-03-17,70.0,athlete,1_7
2021-03-18,66.0,athlete,1_7
2021-03-19,71.0,athlete,1_7
2021-03-20,71.0,athlete,1_7
2021-03-21,66.0,athlete,1_7
2021-03-22,68.0,athlete,1_7
2021-03-23,67.0,athlete,1_7
2021-03-24,66.0,athlete,1_7
2021-03-25,68.0,athlete,1_7
2021-03-26,72.0,athlete,1_7
2021-03-27,71.0,athlete,1_7
2021-03-28,68.0,athlete,1_7
2021-03-29,68.0,athlete,1_7
2021-03-30,70.0,athlete,1_7
2021-03-31,68.0,athlete,1_7
2021-01-01,47.0,pro_athlete,1_8
2021-01-02,51.0,pro_athlete,1_8
2021-01-03,45.0,pro_athlete,1_8
2021-01-04,46.0,pro_athlete,1_8
2021-01-05,48.0,pro_athlete,1_8
2021-01-06,48.0,pro_athlete,1_8
2021-01-07,48.0,pro_athlete,1_8
2021-01-08,47.0,pro_athlete,1_8
2021-01-09,47.0,pro_athlete,1_8
2021-01-10,50.0,pro_athlete,1_8
2021-01-11,46.0,pro_athlete,1_8
2021-01-12,49.0,pro_athlete,1_8
2021-01-13,47.0,pro_athlete,1_8
2021-01-14,46.0,pro_athlete,1_8
2021-01-15,49.0,pro_athlete,1_8
2021-01-16,47.0,pro_athlete,1_8
2021-01-17,47.0,pro_athlete,1_8
2021-01-18,50.0,pro_athlete,1_8
2021-01-19,51.0,pro_athlete,1_8
2021-01-20,49.0,pro_athlete,1_8
2021-01-21,51.0,pro_athlete,1_8
2021-01-22,46.0,pro_athlete,1_8
2021-01-23,50.0,pro_athlete,1_8
2021-01-24,48.0,pro_athlete,1_8
2021-01-25,47.0,pro_athlete,1_8
2021-01-26,47.0,pro_athlete,1_8
2021-01-27,48.0,pro_athlete,1_8
2021-01-28,49.0,pro_athlete,1_8
2021-01-29,46.0,pro_athlete,1_8
2021-01-30,49.0,pro_athlete,1_8
2021-01-31,47.0,pro_athlete,1_8
2021-02-01,47.0,pro_athlete,1_8
2021-02-02,51.0,pro_athlete,1_8
2021-02-03,45.0,pro_athlete,1_8
2021-02-04,47.0,pro_athlete,1_8
2021-02-05,47.0,pro_athlete,1_8
2021-02-06,48.0,pro_athlete,1_8
